Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,shoetype,usagetype
cali-sport,Cali Sport,<p>Puma Cali Sport. Category: Lifestyle.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Black/White,Size,US 8.5,PUMA-CALISPORT-BLACK/-US8.,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Cali Sport,FALSE,Cali Sport | Puma,Buy Cali Sport by Puma. Type: sneaker. Usage: casual.,active,Puma,Cali Sport,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1840000,sneaker,casual
slip-on,Slip-On,<p>Vans Slip-On. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black/White,Size,US 7,VANS-SLIP-ON-BLACK/-US7,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Slip-On,FALSE,Slip-On | Vans,Buy Slip-On by Vans. Type: sneaker. Usage: casual.,active,Vans,Slip-On,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1150000,sneaker,casual
fresh-foam-more-v2,Fresh Foam More v2,<p>New Balance Fresh Foam More v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Grey,Size,US 9,NEWBALAN-FRESHFOAMM-GREY-US9,500,shopify,100,deny,manual,3795000,4554000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Fresh Foam More v2,FALSE,Fresh Foam More v2 | New Balance,Buy Fresh Foam More v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam More v2,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3795000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 11,FILA-ORIGINALFI-WHITE-US11,500,shopify,100,deny,manual,1380000,1656000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1380000,sneaker,casual
zig-kinetica,Zig Kinetica,<p>Reebok Zig Kinetica. Category: Running.</p>,Reebok,running_shoe,"running_shoe, sport, reebok",TRUE,Color,Black,Size,US 10.5,REEBOK-ZIGKINETIC-BLACK-US10,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Zig Kinetica,FALSE,Zig Kinetica | Reebok,Buy Zig Kinetica by Reebok. Type: running_shoe. Usage: sport.,active,Reebok,Zig Kinetica,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2760000,running_shoe,sport
clyde-all-pro,Clyde All-Pro,<p>Puma Clyde All-Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,Black,Size,US 10.5,PUMA-CLYDEALL-P-BLACK-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Clyde All-Pro,FALSE,Clyde All-Pro | Puma,Buy Clyde All-Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All-Pro,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2990000,basketball_shoe,sport
fresh-foam-more-v3,Fresh Foam More v3,<p>New Balance Fresh Foam More v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Blue,Size,US 9.5,NEWBALAN-FRESHFOAMM-BLUE-US9.,500,shopify,100,deny,manual,3795000,4554000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Fresh Foam More v3,FALSE,Fresh Foam More v3 | New Balance,Buy Fresh Foam More v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam More v3,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,3795000,running_shoe,sport
gel-kayano-lite,Gel-Kayano Lite,<p>Asics Gel-Kayano Lite. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 7.5,ASICS-GEL-KAYANO-BLACK-US7.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Gel-Kayano Lite,FALSE,Gel-Kayano Lite | Asics,Buy Gel-Kayano Lite by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano Lite,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2760000,running_shoe,sport
mindblower,Mindblower,<p>Fila Mindblower. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Grey,Size,US 9,FILA-MINDBLOWER-GREY-US9,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1610000,sneaker,casual
dlites,D'Lites,<p>Skechers D'Lites. Category: Lifestyle.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,White,Size,US 8.5,SKECHERS-D'LITES-WHITE-US8.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,D'Lites,FALSE,D'Lites | Skechers,Buy D'Lites by Skechers. Type: sneaker. Usage: casual.,active,Skechers,D'Lites,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1495000,sneaker,casual
air-max-95,Air Max 95,<p>Nike Air Max 95. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Grey,Size,US 11,NIKE-AIRMAX95-GREY-US11,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Air Max 95,FALSE,Air Max 95 | Nike,Buy Air Max 95 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 95,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,3910000,running_shoe,sport
superstar,Superstar,<p>Adidas Superstar. Category: Casual.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,White/Black,Size,US 7,ADIDAS-SUPERSTAR-WHITE/-US7,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Superstar,FALSE,Superstar | Adidas,Buy Superstar by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Superstar,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1840000,sneaker,casual
dmx-series-2k,DMX Series 2K,<p>Reebok DMX Series 2K. Category: Casual.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,White/Blue,Size,US 9.5,REEBOK-DMXSERIES2-WHITE/-US9.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,DMX Series 2K,FALSE,DMX Series 2K | Reebok,Buy DMX Series 2K by Reebok. Type: sneaker. Usage: casual.,active,Reebok,DMX Series 2K,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2070000,sneaker,casual
all-star-lift,All Star Lift,<p>Converse All Star Lift. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Black,Size,US 6.5,CONVERSE-ALLSTARLIF-BLACK-US6.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,All Star Lift,FALSE,All Star Lift | Converse,Buy All Star Lift by Converse. Type: sneaker. Usage: casual.,active,Converse,All Star Lift,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
ralph-sampson,Ralph Sampson,<p>Puma Ralph Sampson. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,White,Size,US 11,PUMA-RALPHSAMPS-WHITE-US11,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Ralph Sampson,FALSE,Ralph Sampson | Puma,Buy Ralph Sampson by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Ralph Sampson,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1840000,basketball_shoe,sport
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Red,Size,US 8.5,VANS-ERA-RED-US8.,500,shopify,100,deny,manual,1265000,1518000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1265000,sneaker,casual
fuelcell-rebel-v2,FuelCell Rebel v2,<p>New Balance FuelCell Rebel v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Black,Size,US 10,NEWBALAN-FUELCELLRE-BLACK-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,FuelCell Rebel v2,FALSE,FuelCell Rebel v2 | New Balance,Buy FuelCell Rebel v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Rebel v2,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2990000,running_shoe,sport
gel-quantum-90,Gel-Quantum 90,<p>Asics Gel-Quantum 90. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black/Pink,Size,US 8,ASICS-GEL-QUANTU-BLACK/-US8,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Gel-Quantum 90,FALSE,Gel-Quantum 90 | Asics,Buy Gel-Quantum 90 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 90,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1840000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White/Red,Size,US 8.5,FILA-ORIGINALFI-WHITE/-US8.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
elite-flex-wasick,Elite Flex Wasick,<p>Skechers Elite Flex Wasick. Category: Training.</p>,Skechers,training_shoe,"training_shoe, sport, skechers",TRUE,Color,Grey,Size,US 7.5,SKECHERS-ELITEFLEXW-GREY-US7.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Elite Flex Wasick,FALSE,Elite Flex Wasick | Skechers,Buy Elite Flex Wasick by Skechers. Type: training_shoe. Usage: sport.,active,Skechers,Elite Flex Wasick,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1495000,training_shoe,sport
react-infinity-run-flyknit,React Infinity Run Flyknit,<p>Nike React Infinity Run Flyknit. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Blue,Size,US 10,NIKE-REACTINFIN-BLUE-US10,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,React Infinity Run Flyknit,FALSE,React Infinity Run Flyknit | Nike,Buy React Infinity Run Flyknit by Nike. Type: running_shoe. Usage: sport.,active,Nike,React Infinity Run Flyknit,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,3680000,running_shoe,sport
air-force-1-07,Air Force 1 '07,<p>Nike Air Force 1 '07. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White/Black,Size,US 9,NIKE-AIRFORCE1'-WHITE/-US9,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Air Force 1 '07,FALSE,Air Force 1 '07 | Nike,Buy Air Force 1 '07 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Force 1 '07,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,2070000,sneaker,casual
yeezy-boost-350-v2,Yeezy Boost 350 V2,<p>Adidas Yeezy Boost 350 V2. Category: Fashion.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Cream White,Size,US 8.5,ADIDAS-YEEZYBOOST-CREAMW-US8.,500,shopify,100,deny,manual,5060000,6072000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Yeezy Boost 350 V2,FALSE,Yeezy Boost 350 V2 | Adidas,Buy Yeezy Boost 350 V2 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Yeezy Boost 350 V2,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,5060000,sneaker,casual
nano-x1-adventure,Nano X1 Adventure,<p>Reebok Nano X1 Adventure. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Black,Size,US 10.5,REEBOK-NANOX1ADVE-BLACK-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Nano X1 Adventure,FALSE,Nano X1 Adventure | Reebok,Buy Nano X1 Adventure by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano X1 Adventure,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2990000,training_shoe,sport
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White,Size,US 7,CONVERSE-JACKPURCEL-WHITE-US7,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
calibrate-runner,Calibrate Runner,<p>Puma Calibrate Runner. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Grey,Size,US 11,PUMA-CALIBRATER-GREY-US11,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Calibrate Runner,FALSE,Calibrate Runner | Puma,Buy Calibrate Runner by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Runner,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,2300000,running_shoe,sport
sk8-hi,SK8-Hi,<p>Vans SK8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Purple,Size,US 9.5,VANS-SK8-HI-PURPLE-US9.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,SK8-Hi,FALSE,SK8-Hi | Vans,Buy SK8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,SK8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
fuelcell-rebel-v2,FuelCell Rebel v2,<p>New Balance FuelCell Rebel v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Black/White,Size,US 9.5,NEWBALAN-FUELCELLRE-BLACK/-US9.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,FuelCell Rebel v2,FALSE,FuelCell Rebel v2 | New Balance,Buy FuelCell Rebel v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Rebel v2,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2990000,running_shoe,sport
gel-quantum-360-6,Gel-Quantum 360 6,<p>Asics Gel-Quantum 360 6. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Pink,Size,US 6,ASICS-GEL-QUANTU-PINK-US6,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Quantum 360 6,FALSE,Gel-Quantum 360 6 | Asics,Buy Gel-Quantum 360 6 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 360 6,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3910000,running_shoe,sport
mindblower,Mindblower,<p>Fila Mindblower. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Red/White,Size,US 8.5,FILA-MINDBLOWER-RED/WH-US8.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Mindblower,FALSE,Mindblower | Fila,Buy Mindblower by Fila. Type: sneaker. Usage: casual.,active,Fila,Mindblower,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1725000,sneaker,casual
max-cushioning-elite,Max Cushioning Elite,<p>Skechers Max Cushioning Elite. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Navy,Size,US 7,SKECHERS-MAXCUSHION-NAVY-US7,500,shopify,100,deny,manual,2530000,3036000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Max Cushioning Elite,FALSE,Max Cushioning Elite | Skechers,Buy Max Cushioning Elite by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Max Cushioning Elite,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2530000,running_shoe,sport
air-max-90,Air Max 90,<p>Nike Air Max 90. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Black/White,Size,US 8,NIKE-AIRMAX90-BLACK/-US8,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Air Max 90,FALSE,Air Max 90 | Nike,Buy Air Max 90 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 90,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2760000,running_shoe,sport
nano-x1-grit,Nano X1 Grit,<p>Reebok Nano X1 Grit. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Grey/Black,Size,US 11,REEBOK-NANOX1GRIT-GREY/B-US11,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Nano X1 Grit,FALSE,Nano X1 Grit | Reebok,Buy Nano X1 Grit by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano X1 Grit,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,2990000,training_shoe,sport
all-star,All Star,<p>Converse All Star. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Navy,Size,US 9,CONVERSE-ALLSTAR-NAVY-US9,500,shopify,100,deny,manual,1265000,1518000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,All Star,FALSE,All Star | Converse,Buy All Star by Converse. Type: sneaker. Usage: casual.,active,Converse,All Star,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1265000,sneaker,casual
future-rider-play-on,Future Rider Play On,<p>Puma Future Rider Play On. Category: Lifestyle.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Yellow,Size,US 9,PUMA-FUTURERIDE-YELLOW-US9,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Future Rider Play On,FALSE,Future Rider Play On | Puma,Buy Future Rider Play On by Puma. Type: sneaker. Usage: casual.,active,Puma,Future Rider Play On,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1840000,sneaker,casual
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Black/White,Size,US 9.5,VANS-ERA-BLACK/-US9.,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1150000,sneaker,casual
fresh-foam-x-beacon-v3,Fresh Foam X Beacon v3,<p>New Balance Fresh Foam X Beacon v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,White/Grey,Size,US 7,NEWBALAN-FRESHFOAMX-WHITE/-US7,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Fresh Foam X Beacon v3,FALSE,Fresh Foam X Beacon v3 | New Balance,Buy Fresh Foam X Beacon v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam X Beacon v3,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,2760000,running_shoe,sport
gel-kayano-27,Gel-Kayano 27,<p>Asics Gel-Kayano 27. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 12,ASICS-GEL-KAYANO-BLACK-US12,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Kayano 27,FALSE,Gel-Kayano 27 | Asics,Buy Gel-Kayano 27 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 27,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3680000,running_shoe,sport
trigate,Trigate,<p>Fila Trigate. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Pink,Size,US 8,FILA-TRIGATE-PINK-US8,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Trigate,FALSE,Trigate | Fila,Buy Trigate by Fila. Type: sneaker. Usage: casual.,active,Fila,Trigate,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
yeezy-boost-350-v2,Yeezy Boost 350 V2,<p>Adidas Yeezy Boost 350 V2. Category: Fashion.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Cream,Size,US 7,ADIDAS-YEEZYBOOST-CREAM-US7,500,shopify,100,deny,manual,5060000,6072000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Yeezy Boost 350 V2,FALSE,Yeezy Boost 350 V2 | Adidas,Buy Yeezy Boost 350 V2 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Yeezy Boost 350 V2,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,5060000,sneaker,casual
nano-x1,Nano X1,<p>Reebok Nano X1. Category: CrossFit.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,Black/White,Size,US 10,REEBOK-NANOX1-BLACK/-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Nano X1,FALSE,Nano X1 | Reebok,Buy Nano X1 by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Nano X1,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2990000,sneaker,casual
